userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Lisa Inara,5,sangat membantu banyk orng memiliki apk ini sangat menyenangkan jdi bisa beli barang yg di ingin kan,531d4619-1015-4084-8f25-eda77edee1c8,https://play-lh.googleusercontent.com/a/ACg8ocIkz8ZdDNs76yb-Za-a7xELa0k0dltYnHpVQjiWsvt4y6nCjw=mo,2.0,3.47.40,2025-04-09 04:28:18,"Hai kak Lisa Inara , Aku seneng deh lihat bintang dan bacanya. Semoga shopee selalu menjadi platform utk memenuhi kebutuhan kaka ya. Oiya kakak jangan lupa untuk pantau akun sosmed shopee @ShopeeID/@Shopeecare ya kak agar tdk ketinggalan promo-promo menarik lainnya. Stay safe ^AB",2025-04-09 05:29:11,3.47.40
Alvin Abdurahman,1,kecewa saya paket serung dtng terlambat.tdk sesuai sama tgl yang d jadwalkan,b2a40192-5298-43e8-9ade-eb8e38a2ec8d,https://play-lh.googleusercontent.com/a/ACg8ocLRuRqOA3Z016Ip8zItm9ipmn6NA_MR7bcqyWk3LtE8aHLMfw=mo,0.0,,2025-04-09 04:26:57,"Hi kak Alvin Abdurahman  maaf atas ketidaknyamanannya terkait kendala pesanan yang kakak alami. Terkait masukan kamu akan menjadi catatan dan evaluasi kedepannya agar bisa menjadi lebih baik ya. Agar aku bisa bantu cek, boleh infoin ke aku username dan no pesanan kakak ke DM sosmed @ShopeeID/@Shopeecare ya . Ditunggu ^AB",2025-04-09 05:28:32,
Sword • ART,5,sangat sangat bagus ..,2764b7c8-da6b-4997-a002-ea11011793c7,https://play-lh.googleusercontent.com/a-/ALV-UjVCFij1IVvXpUGeEnw1vD0XJ_uFbMfWxXvY91EqGqIBupo5M1U,0.0,3.46.37,2025-04-09 04:26:21,"Hai kak Sword • ART , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:20:56,3.46.37
Hellia Dahlan,2,bagus kokoh,e3b962cd-2d55-47f3-9180-ed6534b19906,https://play-lh.googleusercontent.com/a/ACg8ocK8sE_09Y9ow6MSo7MyEGAo5UrE6tH6vtlnV9uXNIqhdDjirw=mo,0.0,3.47.39,2025-04-09 04:25:18,,,3.47.39
Mohamad Wahyu Raharjo,5,Memudahkan berbelanja di dunia maya,c0e27b93-3d67-4488-b03b-fefa13b18c57,https://play-lh.googleusercontent.com/a-/ALV-UjXq3QreKK5cZLN58wMBlCMrVIBgd5nZNdInq5u3rn5ARZ3i_ggr2g,0.0,3.47.39,2025-04-09 04:24:52,"Hai kak Mohamad Wahyu Raharjo , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:21:31,3.47.39
Tini Ganda,5,pengiriman cepat waktu,8bf5f22e-8870-4b31-99ba-5228477fec5b,https://play-lh.googleusercontent.com/a/ACg8ocLLHKWdeDRpVkRLjPcdmPw_6v4e0eEi7HUML7eu3oXGZJQuSw=mo,0.0,3.47.40,2025-04-09 04:24:12,"Hai kak Tini Ganda, makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:28:34,3.47.40
Paldi Wiranata,5,belanja online paling mudah dan tidak mengecewakan,62bf3f4d-9e90-44fc-9be2-a14ffcdc8c9d,https://play-lh.googleusercontent.com/a/ACg8ocI_j06WARE443B1lwNzaTyN5dL3jzq5gkjLQwAjKVvRrlZemg=mo,0.0,3.35.31,2025-04-09 04:23:55,"Hai kak Paldi Wiranata , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:20:17,3.35.31
Supriadi Supriadi,5,"pengiriman sesuai dengan tanggal Optimasinya, ayo download Shopee biar belanja lebih mudah",518ecc9b-7d29-4060-bfc6-d195ff1a6a99,https://play-lh.googleusercontent.com/a/ACg8ocIdYjT1ji0lHA3VPz5gK3NZDDr7g5WHorcL72qMNyf-1KYAAQ=mo,0.0,3.47.39,2025-04-09 04:23:44,"Hai kak Supriadi Supriadi , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:19:39,3.47.39
Sahrudin Beloy 59 Beloy,1,"keren harga di shoppe murah murah,sukses terus""boleh kali IP 13 harga 2jt""",d60d7274-a259-4ea5-83c0-64dda232753b,https://play-lh.googleusercontent.com/a/ACg8ocJ9QyOinudpgmhHeJK4SFoW5kceBwNig2YRS78aZvKukWG9FA=mo,0.0,3.47.39,2025-04-09 04:23:44,,,3.47.39
Wahyono Majasto,5,"belanja mudah, cepat, dan murah",7641e61b-5cd4-4c74-8a81-e83c93ab769a,https://play-lh.googleusercontent.com/a-/ALV-UjUF9Q88u660LJ9tscxr3gd-9GCSy2K3TOKha2LKaAS-0kgjGuEv,0.0,3.47.39,2025-04-09 04:23:05,"Hai kak Wahyono Majasto  , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:18:21,3.47.39
Omah Azzmiallena,5,Mantap 👌,6a6583dd-debf-4eca-a7cf-de47425579d8,https://play-lh.googleusercontent.com/a-/ALV-UjUxtODx28AIJdR4c5U1wPdsbRGW4eiWdgWgjhVPqsV0JZwqNLg-,0.0,3.46.37,2025-04-09 04:20:15,"Hai kak Omah Azzmiallena, makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 05:30:00,3.46.37
Pak Karim,3,saya pernah beli barang tpi tidak sesuai gambar kecewa banget,1350f2b8-80ff-44bc-8354-e47dbbeef00b,https://play-lh.googleusercontent.com/a/ACg8ocKHjr_35b6DDxMUUUE-yN9U2Hr_J136-bax9H17FIu_h77_4Q=mo,0.0,3.46.37,2025-04-09 04:18:10,"Hai kak  Pak Karim, mohon maaf atas ketidaknyamanannya terkait kendala kakak. Agar aku bisa bantu cek aku saranin kakak untuk meginformasikan detail kendala kakak ke DM Social Media kita @Shopee_id / @Shopeecare ya, Terima kasih Sehat selalu ^EU",2025-04-09 05:17:10,3.46.37
Rizki Aldianza,1,udah salah nomor ngebentak lagi sangat bad attitude,ce7fe98a-2b15-4ddc-b4ef-788bf22891aa,https://play-lh.googleusercontent.com/a-/ALV-UjVNOwFSHuzPa53tHfikqc1AZnqFeW3k2xPjQGlXyUYyZL-q0U4,0.0,3.47.40,2025-04-09 04:16:54,"Hai kak Rizki Aldianza, mohon maaf atas ketidaknyamanannya terkait kendala Kakak. Agar aku bisa bantu cek aku saranin kakak untuk meginformasikan detail kendala kakak ke DM Social Media kita @Shopee_id / @Shopeecare ya, Terima kasih Sehat selalu ^EU",2025-04-09 05:16:29,3.47.40
Agus Takdir,5,Terimakasih telah memperbaiki layanannya,ccbef274-81ee-4544-aee6-69824266bd6d,https://play-lh.googleusercontent.com/a/ACg8ocIyqXyuoQl6_DE6v_6zPFBnMaSNAbgj6U5Z9HcywDxJh3woAg=mo,0.0,3.47.40,2025-04-09 04:16:26,"Hallo kak Agus Takdir, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:14:56,3.47.40
doel syukur,5,Ok Bangeeettt,144aa3c8-3f57-4f4b-9b4c-b5f023cac47c,https://play-lh.googleusercontent.com/a-/ALV-UjXrAiaV5laiuh8Pi5sTeipWxkR0FQb2lvVHlT_PNJNGT-EDuh6WTA,0.0,3.47.40,2025-04-09 04:14:45,,,3.47.40
Royyan Wlj,1,"Bintang 1, lucu shopee ini ga lagi jualan disini ga full diganti sudah di asuransikan produk nya tapi ga bisa di tambahkan emang ngebug dari shopee nya yang disalahkan malah seller nya aneh emang diganti cuman 10x ongkir lagi barang saya harga 3.5Jt diganti cuman 448K ga ada setengah harga😂",c2b749d3-03b2-4111-95b2-382c1393cc14,https://play-lh.googleusercontent.com/a/ACg8ocKRhHYfoVVmama4J75nHo9TI47--b-MXSeighYiCbTGIWHYkQ=mo,0.0,,2025-04-09 04:14:15,"Hi kak Royyan Wlj, maaf banget ya udah buat kakak ga nyaman. terkait kendala pesanan yang kakak alami, aku infoin kakak bisa chat aku dgn memberikan username serta memberikan nomor pesanan kakak melalui DM ke Social Media @Shopee_id / @Shopeecare ya. Stay Healthy  ^RL",2025-04-03 17:27:40,
Iqbal 25,5,lumayan bagus.bisa beli barang kok murah harganya,ffe780d0-6294-4645-a041-926beeecb496,https://play-lh.googleusercontent.com/a-/ALV-UjVY4OSx1iQzNCEQlIL1lTXLa-5K8zf_4j3XLWMSPMRiAz6QEDw,0.0,3.46.37,2025-04-09 04:13:49,"Hallo kak Iqbal 25, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:09:40,3.46.37
Naoli elnia Sinaga,5,"sistem pembelanjaan disini bagus sekali, dan ada spaylater ny juga 🤩👍",1a5f3b27-a09e-4b31-b1a1-1cb29503bff6,https://play-lh.googleusercontent.com/a/ACg8ocKrXO_Uj_sEIXjW0qC_yTPR7Qr7Rvh4Lso68CaTdO61fRMicw=mo,0.0,3.45.60,2025-04-09 04:13:29,"Hallo kak Naoli elnia Sinaga, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:09:03,3.45.60
alex Bramantya,5,aplikasi terbaik yang pernah saya pakai semuanya komplit ada di sini,e776154d-3990-42ce-8952-a7eb645d3d5b,https://play-lh.googleusercontent.com/a-/ALV-UjXxEyeM9qF0WWJLaAfN_9VHNlC7H-UP3iZBR2rRMaO9XuDW5Ls,0.0,3.47.39,2025-04-09 04:11:49,"Hallo kak alex Bramantya, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:12:52,3.47.39
Binti Musyarofah,5,Aplikasi nya bagus suka deh pokok nya kalo pengen belanja online instal aplikasi ini aja dijamin no nipu nipu bagus nyaa,0e3b4917-86ef-4c8e-99dd-9ac98362aea2,https://play-lh.googleusercontent.com/a-/ALV-UjVSCXeKpzP8xbrAITOloMBtI4kEQqSwABTkOjtm8rw2oinHnr8,0.0,,2025-04-09 04:09:21,Hi Kak Binti Musyarofah makasih ya untuk reviewnya. Kuy kepoin sosial media resmi shopee biar Kakak tau update promo yang saat ini tersedia hehe. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee. ^RB,2025-03-18 00:18:11,
Andi Haswati,5,memudahkan apa yg sy butuhkan dgn baik,46f9a176-7ea3-4ccc-a1a9-bc18aa376ab5,https://play-lh.googleusercontent.com/a/ACg8ocIb9_-xGB_yaIOlkqxK0TdW4uXQ2xXJKDNnv58wbsj9yZSJBA=mo,0.0,3.46.37,2025-04-09 04:07:48,"Hallo kak  Andi Haswati, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:18:15,3.46.37
Kardi Kardi,5,membantu dalam mencari barang yang sesuai,cea12d44-e4ed-4079-ad77-b894433035ab,https://play-lh.googleusercontent.com/a/ACg8ocI3EAU3sb6FHkDYHrE0hMon4IHxE2Z_UIW_f2lxyXRrJibFxg=mo,0.0,3.44.26,2025-04-09 04:07:47,"Hallo kak  Kardi Kardi, makasih yaah untuk bintang limanya, yuk pantau terus update-update dari Shopee melalui sosial media resmi Shopee dan aplikasi Shopee ya kak. Terima kasih Sehat selalu ^EU",2025-04-09 05:18:59,3.44.26
Yudha Bagus Herlambang,5,Mantapp,d9745c28-606f-4b16-875e-a46f023a46d7,https://play-lh.googleusercontent.com/a-/ALV-UjUcEORJh3MkpYt-V4eUd2-7bUpAojBU41ppIS6GaAU1h1fcBvo,0.0,3.44.17,2025-04-09 04:07:08,"Hi kak Yudha, makasih ya buat bintang 5 nya dan riviewnya, yuk cek aplikasi Shopee biar gak ketinggalan promo-promo menarik lainnya. Stay safe ^BW",2025-04-09 05:13:58,3.44.17
JUNITA Sartika,4,"mmg bgs belanja di Shopee tapi kadang barang tidak sesuai dgn pesanan saya SDH berapa kali belanja selalu tertipu , pesanan hp Oppo yg datang hp kentang ,😪😪",5d18a9fa-a156-45e0-ba95-fd556941ddaf,https://play-lh.googleusercontent.com/a-/ALV-UjX4wpq-2cNSLKZXmFL36N11XFBvoLEyCdBXJL1wOrfZNNHqM9uO,0.0,3.41.45,2025-04-09 04:07:02,"Hai kak JUNITA, mohon maaf ya udh buat kakak kecewa. Feedback dri kakak akan kami jadikan masukkan agar kedepannya Shopee selalu memberikan pelayanan yg terbaik utk semua pengguna ya kak. Jika mengalami kendala, kakak bisa infoin ke aku di DM @Shopee_id atau @Shopeecare_id. Terimakasih ^BW",2025-04-09 05:17:02,3.41.45
Desy Wulan,1,"apk nya jelek bgt suka ngelag masa mau checkout gabisa padahal gapernah ngelakuin pelanggaran tapi akun dibatasi gimanaa sih, mana tadi udh aku isi saldo mau chekout malah gabisa, tolong diperbaiki min akun ku🙏🏻",05c53f5d-a719-4d1d-8585-ae1555e0794a,https://play-lh.googleusercontent.com/a/ACg8ocIt0Fo-rLfFaTV6CgSLdZa0MG7x9tejDtgtBvGuhE1VMLqEBA=mo,0.0,3.43.40,2025-04-09 04:06:43,"Hai kak Desy, maaf ya udh buat kecewa. Shopee akan selalu memberikan pelayanan yg terbaik utk semua pengguna. Agar bisa aku bantu pengecekan, kakak bisa infoin ke aku di DM @Shopee_id atau @Shopeecare_id. Dtunggu ya kak, stay healthy ^BW",2025-04-09 05:21:57,3.43.40
achamad Chotif,5,Bagus apk nya,ea2e0357-cc9a-444c-9115-21ab2bcf06d1,https://play-lh.googleusercontent.com/a/ACg8ocKbwpfKOUzmr2l90Mwtqk8amLwVzV2NOarGWHsD9CX4JRAkeQ=mo,0.0,,2025-04-09 03:58:44,"Hai kak achamad Chotif , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 04:23:45,
Shinta Neva,5,Shopee memang bisa mempermudah belanja kami sekeluarga,3ff384dc-f609-439f-9463-24470775e309,https://play-lh.googleusercontent.com/a/ACg8ocKFrer0GVy0ekrCLZVAR1IZ5bSFMIcX4rgC_nuezFi7ZCVlEA=mo,0.0,3.47.39,2025-04-09 03:57:59,"Hai kak Shinta Neva , makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee^TP",2025-04-09 04:23:05,3.47.39
Nita Anita,5,"tolong aktifkan kembali akun shopee saya ,,, karena shopee favorit saya paling top dan is the best",42c56b12-65e3-4851-8c52-71abfd799ff0,https://play-lh.googleusercontent.com/a/ACg8ocLh859WzmWXLEJ6IKxx6CJKvhjBEr-A78pcxhmOj6bq3qVmPg=mo,0.0,,2025-04-09 03:57:39,"Hi kak Nita Anita  , maaf ya buat ga nyaman terkait kendala yg kakak alami. agar aku bisa bantu kakak bisa infokan username dan screenshot kendala ke DM IG @Shopee_id / @Shopeecare_id ya. Sehat selalu^TP",2025-04-09 04:20:43,
Adi Putra,3,kenapa sekarang nggak bisa COD,7bad425e-8c9e-4565-9334-447a7d102024,https://play-lh.googleusercontent.com/a-/ALV-UjV_R_rVZWtJI5vzmSVMD7Km1vUqd90wrEarE_WxN7bIBsSViUZR,0.0,3.43.40,2025-04-09 03:57:30,"Hi kak Adi Putra , maaf ya buat ga nyaman terkait kendala tidak bisa COD. Aku infoin pastikan kakak tidak pernah menolak pesanan COD 2 kali ya. agar aku bisa bantu kakak bisa infokan username dan screenshot kendala ke DM IG @Shopee_id / @Shopeecare_id ya. Sehat selalu^TP",2025-04-09 04:42:33,3.43.40
Sata Suhendra,5,"kemudahan mencari produk,ongkir dan estimisasi pengiriman harus bisa bersaing.",9b403a73-cff7-4da4-b872-e5c15fdbbe30,https://play-lh.googleusercontent.com/a-/ALV-UjVUNRX9UrsicBNpVWSDOmdDTljLt26GNMQBoUTzc3S-RSmtw64,0.0,3.47.39,2025-04-09 03:56:59,"Hi Kak Sata Suhendra, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:19:31,3.47.39
Mahmud Rusady,5,shopee mantap.....,da0e57fb-43a1-49f6-9b65-6cc0dde6685a,https://play-lh.googleusercontent.com/a-/ALV-UjVZEMU4RMHQM0uPsqlXsg93VHc5NdjUaNSOZEZyh0xa5btZ750,0.0,3.47.40,2025-04-09 03:56:13,"Hi Kak Mahmud Rusady, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:18:51,3.47.40
Wahid Ahmad Alhuda,3,shoppe skrang terlalu berat banyak sekali isi isi di dalam nya.. lebih baik isi nya adalah Toko dan live dan video jualan .. untuk game dll itu di pisahkan di aplikasi lain untuk shoppe game.. itu saran saya,03460cfb-fc67-4a4e-b5e7-763d2dbee672,https://play-lh.googleusercontent.com/a/ACg8ocJ9USUHb7h3wNPSySqPbWNb5LCx-56ibxpe5g426IRy9OQc0A=mo,0.0,3.47.39,2025-04-09 03:56:05,"Hai kak Wahid Ahmad Alhuda, maaf ya udah buat kamu ngga nyaman mengenai kendala yg kamu alami, masukan dari kamu akan kami jadikan bahan evaluasi agar shopee lebih baik lagi kedepannya ya kak Jika kamu ada kendala terkait shopee, kamu bisa infoin detail kendala kamu ke DM Social Media kita ya Kak. Sehat selalu^CN",2025-04-09 04:18:13,3.47.39
Wasinton Sibarani,5,tidak bisa diungkapkan dg kata-kata....,2e46a588-a79e-4f7b-b2c7-2b6366b6ff18,https://play-lh.googleusercontent.com/a/ACg8ocJQjhSdoMxB-fFJspQlkv5o8KLmxOPEO6cB5o5pvwDvu0wmDQ=mo,0.0,2.92.27,2025-04-09 03:55:57,"Hi Kak Wasinton Sibarani, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:17:20,2.92.27
Uchiha Imron,1,Ga ada J&T,3be64999-892f-4e32-ae3d-1468f507d39e,https://play-lh.googleusercontent.com/a-/ALV-UjV0teZ7yMgrA1v0T-2GquF72vMHGBMn2UKXRm8mDtCd3vqYpNs,0.0,,2025-04-09 03:54:50,,,
Dedi Soesilo,5,saya kuat belanja disini,16c09334-6035-4556-89ad-ae0225a75dc2,https://play-lh.googleusercontent.com/a/ACg8ocK7Cd6JO0gLRtuZfjEzvlXfAx0Wn7Dh6bcw7s383X3PDWSEHQ=mo,0.0,,2025-04-09 03:53:46,"Hi Kak Dedi Soesilo, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:11:37,
Bonapasogit TV,5,mantap!!,77b62ed7-f767-409c-aa33-09dfa0220f98,https://play-lh.googleusercontent.com/a-/ALV-UjWbduMJy52aRtnR00HWtpvudgrCtRp38OE-oj9eEb5lJ7U0iMA,0.0,3.47.39,2025-04-09 03:52:35,"Hi Kak Bonapasogit TV, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:09:30,3.47.39
Risau hati kuli,5,"bagus,..",5e892dee-6884-4ed6-8137-3bbcd789b680,https://play-lh.googleusercontent.com/a-/ALV-UjV2d1xTiM-UbJuLg75TYTJ8m0EIeVXANGeGvZv7Qv8jT2hSR3E,0.0,3.47.40,2025-04-09 03:51:34,"Hi Kak Risau hati kuli, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:06:58,3.47.40
Nur Faizatul,5,Setelah beberapa tahun menggunakan apl ini. Sy merasa sangat terbantu sekali dgn apl ini.... trimakasih shopee,1f3f8498-e6af-401b-899d-985d5218f053,https://play-lh.googleusercontent.com/a/ACg8ocLfT7imFDucge-lGCkJj8m75sOPWR4nXtajm1rU2V1V6rLvrQ=mo,0.0,3.39.13,2025-04-09 03:50:44,"Hi kak, maaf bikin ga nyaman trkait kendala yg km alami Apabila ada pertanyaan/kendala terkait Shopee boleh infoin aku via DM ke sosmed @Shopee_id/@Shopeecare ya. Stay healthy 🙏^RA",2024-12-03 23:35:52,3.39.13
Iwan Sugianto,5,"memudah kan untuk belanja dan murah dan banyak ongkir yang 0,rp Nya",a5dec38a-684c-483f-83ec-fc1426552f2e,https://play-lh.googleusercontent.com/a-/ALV-UjW5k8L87K7Agd6BdkPIwWYGiu70PD-9yAeYTDxJddE34XKuzsU,0.0,3.47.40,2025-04-09 03:50:10,"Hi Kak Iwan Sugianto, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:10:56,3.47.40
Apommm Jaa,5,MasyaAllah ini bagus banget aplikasi nyaa,d6f4c1a3-0e54-4da2-9e5f-37a316298a06,https://play-lh.googleusercontent.com/a/ACg8ocK1WR5XGFYYmV8KeodQToNd8aUPbNzvFzzCwV9uj3O_DwPJzQ=mo,0.0,,2025-04-09 03:49:23,"Hi Kak Apommm Jaa, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-04-09 04:10:24,
Sutrisno Bin Tamin (P.TRES),5,Pelayanan memuaskan,a02e6ac9-1743-4e8a-8480-bf7fabdda1f9,https://play-lh.googleusercontent.com/a-/ALV-UjWYVMwL0BQYkhut4FszPh3rW6FMvDBe2Tkv_kejgmCsyiwIEA,0.0,3.35.31,2025-04-09 03:45:42,"Hi Kak, maaf bgt ya buat kamu resah terkait kendala aplikasimu. aku saranin Kakak bisa lakukan clear chace dg cara masuk ke Akun Shopee>menu""Saya"">""Pengaturan Akun"">""Tentang"">""Hapus Cache"". Klo ada kendala lain bisa hubungi ke DM Social Media kita @Shopee_id / @Shopeecare ya, Sehat selalu🙏^ZZ",2024-10-24 01:12:19,3.35.31
Muhy Din,5,"tolong diperbaiki fitur ngasih tipsnya, ga selalu muncul. padahal dikurir yang sama",adec2a3c-954c-49e5-8a04-ab10d2160753,https://play-lh.googleusercontent.com/a-/ALV-UjWT_pn97K6GuJbp38XpSt7YPOLdtDox9mCGKwMlfY9zs7SRWmk,0.0,,2025-04-09 03:44:44,"Hi kak Muhy Din, maaf ya udah buat risau terkait fitur. Shopee selalu memberikan pelayanan yang terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan, kakak bisa infoin ke aku Screenshot kendalanya di DM @shopee_id / @shopeecare_id Ditunggu ya kak. Stay healthy^UI",2025-04-09 04:32:58,
Agus Mulyadi,5,mantap 😁👍,97d1fa3d-bdcb-4a86-ba58-2c475317ce95,https://play-lh.googleusercontent.com/a-/ALV-UjWt5J74c8iydjdLQpGNFWXeNeLkvwtXnpho4qzQz7dB6urw2Qg,0.0,,2025-04-09 03:43:21,ihiwww makasih banget ya ka Agus Mulyadi untuk bintang dan feedbacknya.. so pasti Shopee mantap banget ya kaa.. apa aja ada di Shopee hihiw.. udah ceki ceki Shopee belum ka hari ini? cuss meluncur biar ga ketinggalan promo terbaik nya.. happy shopping^UI,2025-04-09 04:09:32,
